name,ingredients,quantities,category
Filetto al pepe verde,Panna fresca liquida,80g,Secondi-piatti
Filetto al pepe verde,Senape di Digione,40g,Secondi-piatti
Filetto al pepe verde,Brodo di carne,100g,Secondi-piatti
Filetto al pepe verde,Brandy,25g,Secondi-piatti
Filetto al pepe verde,Burro chiarificato,20g,Secondi-piatti
Filetto al pepe verde,Sale,q.b.,Secondi-piatti
Filetto al pepe verde,Farina 00,q.b.,Secondi-piatti
Pollo alla cacciatora,Pollo,"intero da 1,3 kg",Secondi-piatti
Pollo alla cacciatora,Pomodori pelati,400g,Secondi-piatti
Pollo alla cacciatora,Cipolle dorate,1,Secondi-piatti
Pollo alla cacciatora,Carote,1,Secondi-piatti
Pollo alla cacciatora,Sedano,1costa,Secondi-piatti
Pollo alla cacciatora,Aglio,1spicchio,Secondi-piatti
Pollo alla cacciatora,Vino rosso,100g,Secondi-piatti
Pollo alla cacciatora,Olio extravergine d'oliva,q.b.,Secondi-piatti
Pollo alla cacciatora,Rosmarino,1rametto,Secondi-piatti
Pollo alla cacciatora,Prezzemolo,tritato1ciuffo,Secondi-piatti
Pollo alla cacciatora,Sale fino,q.b.,Secondi-piatti
Pollo alla cacciatora,Pepe nero,q.b.,Secondi-piatti
Chili con carne,Manzo,macinato800g,Secondi-piatti
Chili con carne,Fagioli neri precotti,700g,Secondi-piatti
Chili con carne,Peperoni rossi,250g,Secondi-piatti
Chili con carne,Passata di pomodoro,500g,Secondi-piatti
Chili con carne,Brodo di carne,500g,Secondi-piatti
Chili con carne,Cipolle bianche,160g,Secondi-piatti
Chili con carne,Cipolle rosse,100g,Secondi-piatti
Chili con carne,Aglio,3spicchi,Secondi-piatti
Chili con carne,Peperoncino fresco,1,Secondi-piatti
Chili con carne,Cumino in polvere,1cucchiaio,Secondi-piatti
Chili con carne,Coriandolo in polvere,1cucchiaio,Secondi-piatti
Chili con carne,Zucchero di canna,1cucchiaio,Secondi-piatti
Chili con carne,Olio extravergine d'oliva,30g,Secondi-piatti
Chili con carne,Sale fino,2cucchiaini,Secondi-piatti
Chili con carne,Pepe nero,1cucchiaio,Secondi-piatti
Chili con carne,Coriandolo,q.b.,Secondi-piatti
Cosce di pollo al forno,Cosce di pollo,(4 fusi)430g,Secondi-piatti
Cosce di pollo al forno,Patate,500g,Secondi-piatti
Cosce di pollo al forno,Sale fino,q.b.,Secondi-piatti
Cosce di pollo al forno,Pepe nero,q.b.,Secondi-piatti
Cosce di pollo al forno,Olio extravergine d'oliva, 50g,Secondi-piatti
Cosce di pollo al forno,Rosmarino,3rametti,Secondi-piatti
Cosce di pollo al forno,Timo,3rametti,Secondi-piatti
Cosce di pollo al forno,Paprika piccante, 2cucchiaini,Secondi-piatti
Polpette di zucca,Zucca,violina (già pulita)500g,Secondi-piatti
Polpette di zucca,Pangrattato,100g,Secondi-piatti
Polpette di zucca,Parmigiano Reggiano DOP,da grattugiare100g,Secondi-piatti
Polpette di zucca,Scamorza affumicata,50g,Secondi-piatti
Polpette di zucca,Uova,1,Secondi-piatti
Polpette di zucca,Salvia,q.b.,Secondi-piatti
Polpette di zucca,Olio extravergine d'oliva,q.b.,Secondi-piatti
Polpette di zucca,Sale fino,q.b.,Secondi-piatti
Polpette di zucca,Pepe nero,q.b.,Secondi-piatti
Polpette di zucca,Pangrattato,q.b.,Secondi-piatti
Polpette di zucca,Olio di semi,q.b.,Secondi-piatti
Saltimbocca alla Romana,Fettine di vitello,(4 fette di noce di vitello)300g,Secondi-piatti
Saltimbocca alla Romana,Prosciutto crudo,(4 fette sottili)40g,Secondi-piatti
Saltimbocca alla Romana,Salvia,4foglie,Secondi-piatti
Saltimbocca alla Romana,Burro,50g,Secondi-piatti
Saltimbocca alla Romana,Vino bianco,100g,Secondi-piatti
Saltimbocca alla Romana,Pepe nero,q.b.,Secondi-piatti
Saltimbocca alla Romana,Farina 00,50g,Secondi-piatti
Saltimbocca alla Romana,Olio extravergine d'oliva,20g,Secondi-piatti
Saltimbocca alla Romana,Acqua,20g,Secondi-piatti
Orata al forno,Orata,900g,Secondi-piatti
Orata al forno,Patate,400g,Secondi-piatti
Orata al forno,Aglio,2spicchi,Secondi-piatti
Orata al forno,Rosmarino,1rametto,Secondi-piatti
Orata al forno,Timo,1rametto,Secondi-piatti
Orata al forno,Origano,secco1pizzico,Secondi-piatti
Orata al forno,Limoni, 2fette,Secondi-piatti
Orata al forno,Fiocchi di sale,q.b.,Secondi-piatti
Orata al forno,Pepe nero,q.b.,Secondi-piatti
Orata al forno,Sale fino,q.b.,Secondi-piatti
Orata al forno,Olio extravergine d'oliva,40g,Secondi-piatti
Scaloppine ai funghi,Vitello,(noce)400g,Secondi-piatti
Scaloppine ai funghi,Funghi champignon,(qualità crema)500g,Secondi-piatti
Scaloppine ai funghi,Burro,50g,Secondi-piatti
Scaloppine ai funghi,Pepe nero,q.b.,Secondi-piatti
Scaloppine ai funghi,Farina 00,40g,Secondi-piatti
Scaloppine ai funghi,Aglio,1spicchio,Secondi-piatti
Scaloppine ai funghi,Olio extravergine d'oliva,10g,Secondi-piatti
Scaloppine ai funghi,Sale fino,q.b.,Secondi-piatti
Scaloppine ai funghi,Timo,q.b.,Secondi-piatti
Scaloppine ai funghi,Rosmarino,tritato1rametto,Secondi-piatti
Salmone croccante,Filetto di salmone,(4 da 250 g l'uno)1kg,Secondi-piatti
Salmone croccante,Pane,100g,Secondi-piatti
Salmone croccante,Prezzemolo,1ciuffo,Secondi-piatti
Salmone croccante,Aneto,1ciuffo,Secondi-piatti
Salmone croccante,Timo,4rametti,Secondi-piatti
Salmone croccante,Rosmarino,2rametti,Secondi-piatti
Salmone croccante,Scorza di limone,1,Secondi-piatti
Salmone croccante,Olio extravergine d'oliva,50g,Secondi-piatti
Salmone croccante,Pepe bianco in grani,1cucchiaino,Secondi-piatti
Salmone croccante,Sale fino,q.b.,Secondi-piatti
Peperoni ripieni di carne e salsiccia,Peperoni,(4 peperoni grandi)1100g,Secondi-piatti
Peperoni ripieni di carne e salsiccia,Vitello,macinato300g,Secondi-piatti
Peperoni ripieni di carne e salsiccia,Salsiccia,150g,Secondi-piatti
Peperoni ripieni di carne e salsiccia,Pane raffermo,mollica100g,Secondi-piatti
Peperoni ripieni di carne e salsiccia,Grana Padano DOP,da grattugiare50g,Secondi-piatti
Peperoni ripieni di carne e salsiccia,Provolone,200g,Secondi-piatti
Peperoni ripieni di carne e salsiccia,Latte intero,150g,Secondi-piatti
Peperoni ripieni di carne e salsiccia,Uova,2,Secondi-piatti
Peperoni ripieni di carne e salsiccia,Prezzemolo,da tritare10g,Secondi-piatti
Peperoni ripieni di carne e salsiccia,Sale fino,q.b.,Secondi-piatti
Peperoni ripieni di carne e salsiccia,Pepe nero,q.b.,Secondi-piatti
Peperoni ripieni di carne e salsiccia,Grana Padano DOP,da grattugiare20g,Secondi-piatti
Peperoni ripieni di carne e salsiccia,Provolone,da grattugiare20g,Secondi-piatti
Peperoni ripieni di carne e salsiccia,Basilico,q.b.,Secondi-piatti
Pollo al curry,Petto di pollo,800g,Secondi-piatti
Pollo al curry,Yogurt greco,250g,Secondi-piatti
Pollo al curry,Sale fino,q.b.,Secondi-piatti
Pollo al curry,Pepe nero,q.b.,Secondi-piatti
Pollo al curry,Pepe di Caienna,1cucchiaino,Secondi-piatti
Pollo al curry,Curcuma in polvere,2cucchiaini,Secondi-piatti
Pollo al curry,Paprika affumicata,2cucchiaini,Secondi-piatti
Pollo al curry,Cannella in polvere,1cucchiaino,Secondi-piatti
Pollo al curry,Cumino,2cucchiaini,Secondi-piatti
Pollo al curry,Semi di coriandolo,in polvere1cucchiaino,Secondi-piatti
Pollo al curry,Aglio,1spicchio,Secondi-piatti
Pollo al curry,Zenzero fresco,q.b.,Secondi-piatti
Pollo al curry,Peperoncino fresco,1,Secondi-piatti
Pollo al curry,Cipolle bianche,1,Secondi-piatti
Pollo al curry,Coriandolo,frescoq.b.,Secondi-piatti
Pollo al curry,Olio extravergine d'oliva,10g,Secondi-piatti
Pollo al curry,Riso Basmati,400g,Secondi-piatti
Pollo al curry,Acqua,600g,Secondi-piatti
Pollo al curry,Cannella in stecche,1,Secondi-piatti
Pollo al curry,Cardamomo,3bacche,Secondi-piatti
Pollo al curry,Anice stellato,1,Secondi-piatti
Pollo al curry,Sale grosso,q.b.,Secondi-piatti
Spezzatino con piselli,Manzo,"(parti anteriori: muscolo, polpa, collo, petto o reale)800g",Secondi-piatti
Spezzatino con piselli,Pisellini,sgranati 400g,Secondi-piatti
Spezzatino con piselli,Sedano,30g,Secondi-piatti
Spezzatino con piselli,Carote,30g,Secondi-piatti
Spezzatino con piselli,Cipolle dorate,65g,Secondi-piatti
Spezzatino con piselli,Farina 00,q.b.,Secondi-piatti
Spezzatino con piselli,Vino bianco secco,80g,Secondi-piatti
Spezzatino con piselli,Brodo vegetale,500g,Secondi-piatti
Spezzatino con piselli,Sale fino,q.b.,Secondi-piatti
Spezzatino con piselli,Pepe nero,q.b.,Secondi-piatti
Spezzatino con piselli,Olio extravergine d'oliva,q.b.,Secondi-piatti
Spezzatino con piselli,Triplo concentrato di pomodoro,10g,Secondi-piatti
Omelette (ricetta base),Uova,grandi2,Secondi-piatti
Omelette (ricetta base),Latte intero,30g,Secondi-piatti
Omelette (ricetta base),Sale fino,q.b.,Secondi-piatti
Omelette (ricetta base),Olio extravergine d'oliva,15g,Secondi-piatti
Polpette di spinaci e ricotta,Spinaci,già puliti250g,Secondi-piatti
Polpette di spinaci e ricotta,Ricotta vaccina,250g,Secondi-piatti
Polpette di spinaci e ricotta,Grana Padano DOP,(da grattugiare)50g,Secondi-piatti
Polpette di spinaci e ricotta,Pangrattato,40g,Secondi-piatti
Polpette di spinaci e ricotta,Olio extravergine d'oliva,20g,Secondi-piatti
Polpette di spinaci e ricotta,Aglio,1spicchio,Secondi-piatti
Polpette di spinaci e ricotta,Sale fino,q.b.,Secondi-piatti
Polpette di spinaci e ricotta,Pepe nero,q.b.,Secondi-piatti
Polpette di spinaci e ricotta,Uova,1,Secondi-piatti
Polpette di spinaci e ricotta,Pangrattato,q.b.,Secondi-piatti
Polpette di spinaci e ricotta,Sale fino,q.b.,Secondi-piatti
Polpette di spinaci e ricotta,Pepe nero,q.b.,Secondi-piatti
Insalata tiepida di polpo e patate,Polpo,1kg,Secondi-piatti
Insalata tiepida di polpo e patate,Patate,1kg,Secondi-piatti
Insalata tiepida di polpo e patate,Alloro,2foglie,Secondi-piatti
Insalata tiepida di polpo e patate,Prezzemolo,1ciuffo,Secondi-piatti
Insalata tiepida di polpo e patate,Pepe nero,q.b.,Secondi-piatti
Insalata tiepida di polpo e patate,Olio extravergine d'oliva, 60g,Secondi-piatti
Insalata tiepida di polpo e patate,Sale fino,q.b.,Secondi-piatti
Insalata tiepida di polpo e patate,Succo di limone,60g,Secondi-piatti
Salsiccia e patate al forno,Luganega,500g,Secondi-piatti
Salsiccia e patate al forno,Patate,500g,Secondi-piatti
Salsiccia e patate al forno,Olio extravergine d'oliva,50g,Secondi-piatti
Salsiccia e patate al forno,Sale fino,q.b.,Secondi-piatti
Salsiccia e patate al forno,Pepe nero,q.b.,Secondi-piatti
Salsiccia e patate al forno,Pomodori pelati,tipo San Marzano150g,Secondi-piatti
Salsiccia e patate al forno,Origano,q.b.,Secondi-piatti
Salsiccia e patate al forno,Rosmarino,q.b.,Secondi-piatti
Polpette al forno,Manzo,macinato400g,Secondi-piatti
Polpette al forno,Salsiccia,200g,Secondi-piatti
Polpette al forno,Aglio,1spicchio,Secondi-piatti
Polpette al forno,Pane,raffermo100g,Secondi-piatti
Polpette al forno,Pecorino,da grattugiare40g,Secondi-piatti
Polpette al forno,Uova,2,Secondi-piatti
Polpette al forno,Prezzemolo,1ciuffo,Secondi-piatti
Polpette al forno,Grana Padano DOP,60g,Secondi-piatti
Polpette al forno,Sale fino,q.b.,Secondi-piatti
Polpette al forno,Pepe nero,q.b.,Secondi-piatti
Polpette al forno,Olio extravergine d'oliva,2cucchiai,Secondi-piatti
Salmone al forno,Tranci di salmone,(4 pezzi)660g,Secondi-piatti
Salmone al forno,Patate,170g,Secondi-piatti
Salmone al forno,Scorza di limone,1,Secondi-piatti
Salmone al forno,Succo di limone,25g,Secondi-piatti
Salmone al forno,Vino bianco,secco25g,Secondi-piatti
Salmone al forno,Olio extravergine d'oliva, 50g,Secondi-piatti
Salmone al forno,Prezzemolo,da tritare1cucchiaio,Secondi-piatti
Salmone al forno,Sale fino,q.b.,Secondi-piatti
Salmone al forno,Pepe nero,q.b.,Secondi-piatti
Sformato di verdure,Melanzane,80g,Secondi-piatti
Sformato di verdure,Zucchine,160g,Secondi-piatti
Sformato di verdure,Patate rosse,190g,Secondi-piatti
Sformato di verdure,Peperoni,300g,Secondi-piatti
Sformato di verdure,Scamorza affumicata,260g,Secondi-piatti
Sformato di verdure,Parmigiano Reggiano DOP,100g,Secondi-piatti
Sformato di verdure,Pangrattato,120g,Secondi-piatti
Sformato di verdure,Sale fino,q.b.,Secondi-piatti
Sformato di verdure,Pepe nero,q.b.,Secondi-piatti
Sformato di verdure,Olio extravergine d'oliva,q.b.,Secondi-piatti
Sformato di verdure,Burro,q.b.,Secondi-piatti
Sformato di verdure,Pangrattato,q.b.,Secondi-piatti
Petti di pollo al latte,Petto di pollo, a fette600g,Secondi-piatti
Petti di pollo al latte,Burro,40g,Secondi-piatti
Petti di pollo al latte,Olio extravergine d'oliva,10g,Secondi-piatti
Petti di pollo al latte,Farina 00,q.b.,Secondi-piatti
Petti di pollo al latte,Latte intero,170g,Secondi-piatti
Petti di pollo al latte,Sale fino,q.b.,Secondi-piatti
Petti di pollo al latte,Pepe nero,q.b.,Secondi-piatti
Petti di pollo al latte,Timo,4rametti,Secondi-piatti
Hamburger di ceci,Ceci precotti,500g,Secondi-piatti
Hamburger di ceci,Uova,(2 medie)105g,Secondi-piatti
Hamburger di ceci,Senape,25g,Secondi-piatti
Hamburger di ceci,Scalogno,1,Secondi-piatti
Hamburger di ceci,Zenzero fresco,(da grattugiare)5g,Secondi-piatti
Hamburger di ceci,Pancarrè,35g,Secondi-piatti
Hamburger di ceci,Sale fino,q.b.,Secondi-piatti
Hamburger di ceci,Pepe nero,q.b.,Secondi-piatti
Hamburger di ceci,Pangrattato,50g,Secondi-piatti
Hamburger di ceci,Panini da hamburger,8,Secondi-piatti
Hamburger di ceci,Insalata,q.b.,Secondi-piatti
Hamburger di ceci,Pomodori,q.b.,Secondi-piatti
Hamburger di ceci,Salsa ketchup,q.b.,Secondi-piatti
Hamburger di ceci,Maionese,q.b.,Secondi-piatti
Polpettone al forno,Manzo,macinato600,Secondi-piatti
Polpettone al forno,Salsiccia,400g,Secondi-piatti
Polpettone al forno,Pane,fresco200g,Secondi-piatti
Polpettone al forno,Pecorino,da grattugiare150g,Secondi-piatti
Polpettone al forno,Latte intero,200g,Secondi-piatti
Polpettone al forno,Uova,(circa 2 medie)110g,Secondi-piatti
Polpettone al forno,Timo,3rametti,Secondi-piatti
Polpettone al forno,Noce moscata,grattugiata½cucchiaino,Secondi-piatti
Polpettone al forno,Sale fino,q.b.,Secondi-piatti
Polpettone al forno,Pepe nero,q.b.,Secondi-piatti
Polpettone al forno,Olio extravergine d'oliva,q.b.,Secondi-piatti
Polpettone al forno,Patate rosse,novelle500g,Secondi-piatti
Polpettone al forno,Scalogno,2,Secondi-piatti
Polpettone al forno,Salvia,qualche foglia,Secondi-piatti
Polpettone al forno,Timo,3rametti,Secondi-piatti
Polpettone al forno,Sale fino,q.b.,Secondi-piatti
Polpettone al forno,Pepe nero,q.b.,Secondi-piatti
Polpettone al forno,Olio extravergine d'oliva,q.b.,Secondi-piatti
Melanzane ripiene,Melanzane,700g,Secondi-piatti
Melanzane ripiene,Maiale,carne trita300g,Secondi-piatti
Melanzane ripiene,Passata di pomodoro,300g,Secondi-piatti
Melanzane ripiene,Cipolle,1,Secondi-piatti
Melanzane ripiene,Pane raffermo,50g,Secondi-piatti
Melanzane ripiene,Vino bianco,60g,Secondi-piatti
Melanzane ripiene,Olio extravergine d'oliva,q.b.,Secondi-piatti
Melanzane ripiene,Basilico,6foglie,Secondi-piatti
Melanzane ripiene,Pepe nero,1pizzico,Secondi-piatti
Melanzane ripiene,Sale fino,1pizzico,Secondi-piatti
Melanzane ripiene,Caciocavallo,175g,Secondi-piatti
Scaloppine al limone,Fettine di vitello,(430 g)8,Secondi-piatti
Scaloppine al limone,Succo di limone,50g,Secondi-piatti
Scaloppine al limone,Sale fino,q.b.,Secondi-piatti
Scaloppine al limone,Pepe nero,q.b.,Secondi-piatti
Scaloppine al limone,Farina 00,per infarinareq.b.,Secondi-piatti
Scaloppine al limone,Burro,40g,Secondi-piatti
Torta salata di melanzane,Pasta Sfoglia,rettangolare230g,Secondi-piatti
Torta salata di melanzane,Melanzane,lunghe400g,Secondi-piatti
Torta salata di melanzane,Scamorza (provola),dolce250g,Secondi-piatti
Torta salata di melanzane,Parmigiano Reggiano DOP,100g,Secondi-piatti
Torta salata di melanzane,Pomodori secchi sott'olio,100g,Secondi-piatti
Torta salata di melanzane,Sale fino,q.b.,Secondi-piatti
Torta salata di melanzane,Pepe nero,q.b.,Secondi-piatti
Torta salata di melanzane,Olio extravergine d'oliva, q.b.,Secondi-piatti
Carne alla pizzaiola,Fettine di manzo,300g,Secondi-piatti
Carne alla pizzaiola,Passata di pomodoro,200g,Secondi-piatti
Carne alla pizzaiola,Olio extravergine d'oliva,q.b.,Secondi-piatti
Carne alla pizzaiola,Origano,q.b.,Secondi-piatti
Carne alla pizzaiola,Sale fino,q.b.,Secondi-piatti
Carne alla pizzaiola,Pepe nero,q.b.,Secondi-piatti
Carne alla pizzaiola,Aglio,1spicchio,Secondi-piatti
Polpette di verdure,Patate,350g,Secondi-piatti
Polpette di verdure,Carote,160g,Secondi-piatti
Polpette di verdure,Pisellini,160g,Secondi-piatti
Polpette di verdure,Zucchine,150g,Secondi-piatti
Polpette di verdure,Cipolle ramate,½,Secondi-piatti
Polpette di verdure,Parmigiano Reggiano DOP,da grattugiare100g,Secondi-piatti
Polpette di verdure,Uova,(1 medio)55g,Secondi-piatti
Polpette di verdure,Aglio,1spicchio,Secondi-piatti
Polpette di verdure,Prezzemolo,1ciuffo,Secondi-piatti
Polpette di verdure,Olio extravergine d'oliva,q.b.,Secondi-piatti
Polpette di verdure,Noce moscata,q.b.,Secondi-piatti
Polpette di verdure,Pepe nero,q.b.,Secondi-piatti
Polpette di verdure,Sale fino,q.b.,Secondi-piatti
Polpette di verdure,Uova,q.b.,Secondi-piatti
Polpette di verdure,Pangrattato,q.b.,Secondi-piatti
Polpette di verdure,Olio di semi di arachide,q.b.,Secondi-piatti
Torta di patate e prosciutto,Patate,"1,2kg",Secondi-piatti
Torta di patate e prosciutto,Spinaci,500g,Secondi-piatti
Torta di patate e prosciutto,Caciocavallo,320g,Secondi-piatti
Torta di patate e prosciutto,Prosciutto cotto,(a fette)110g,Secondi-piatti
Torta di patate e prosciutto,Grana Padano DOP,da grattugiare70g,Secondi-piatti
Torta di patate e prosciutto,Tuorli,(di uova medie)2,Secondi-piatti
Torta di patate e prosciutto,Aglio,1spicchio,Secondi-piatti
Torta di patate e prosciutto,Rosmarino,q.b.,Secondi-piatti
Torta di patate e prosciutto,Olio extravergine d'oliva,q.b.,Secondi-piatti
Torta di patate e prosciutto,Sale fino,q.b.,Secondi-piatti
Torta di patate e prosciutto,Pepe nero,q.b.,Secondi-piatti
Torta di patate e prosciutto,Burro,20g,Secondi-piatti
Torta di patate e prosciutto,Grana Padano DOP,da grattugiare20g,Secondi-piatti
Pollo alla salsa di soia,Petto di pollo,500g,Secondi-piatti
Pollo alla salsa di soia,Salsa di soia,50ml,Secondi-piatti
Pollo alla salsa di soia,Zenzero fresco,6g,Secondi-piatti
Pollo alla salsa di soia,Miele millefiori,30g,Secondi-piatti
Pollo alla salsa di soia,Paprika piccante,10g,Secondi-piatti
Pollo alla salsa di soia,Scorza di lime,1,Secondi-piatti
Pollo alla salsa di soia,Succo di lime,½,Secondi-piatti
Pollo alla salsa di soia,Aglio,1spicchio,Secondi-piatti
Pollo alla salsa di soia,Olio extravergine d'oliva,q.b.,Secondi-piatti
Seppie con piselli,Pisellini,500g,Secondi-piatti
Seppie con piselli,Seppie,pulite1kg,Secondi-piatti
Seppie con piselli,Cipolle bianche,1,Secondi-piatti
Seppie con piselli,Olio extravergine d'oliva,4cucchiai,Secondi-piatti
Seppie con piselli,Sale fino,q.b.,Secondi-piatti
Seppie con piselli,Prezzemolo,q.b.,Secondi-piatti
Seppie con piselli,Brodo vegetale,q.b.,Secondi-piatti
Seppie con piselli,Pomodori pelati,500g,Secondi-piatti
Seppie con piselli,Vino bianco,50g,Secondi-piatti
Seppie con piselli,Pepe nero,q.b.,Secondi-piatti
Filetti di merluzzo al forno,Filetto di merluzzo,400g,Secondi-piatti
Filetti di merluzzo al forno,Pangrattato,50g,Secondi-piatti
Filetti di merluzzo al forno,Limoni, (succo e scorza)1,Secondi-piatti
Filetti di merluzzo al forno,Mandorle in scaglie,15g,Secondi-piatti
Filetti di merluzzo al forno,Timo,3rametti,Secondi-piatti
Filetti di merluzzo al forno,Olio extravergine d'oliva,40g,Secondi-piatti
Filetti di merluzzo al forno,Sale fino,q.b.,Secondi-piatti
Filetti di merluzzo al forno,Pepe nero,q.b.,Secondi-piatti
Vitello tonnato,Vitello,(magatello o girello)800g,Secondi-piatti
Vitello tonnato,Sedano,1costa,Secondi-piatti
Vitello tonnato,Carote,1,Secondi-piatti
Vitello tonnato,Cipolle dorate,1,Secondi-piatti
Vitello tonnato,Aglio,1spicchio,Secondi-piatti
Vitello tonnato,Vino bianco,250g,Secondi-piatti
Vitello tonnato,Acqua,"1,5l",Secondi-piatti
Vitello tonnato,Alloro,1foglia,Secondi-piatti
Vitello tonnato,Chiodi di garofano,3,Secondi-piatti
Vitello tonnato,Olio extravergine d'oliva,3cucchiai,Secondi-piatti
Vitello tonnato,Pepe nero in grani,½cucchiaino,Secondi-piatti
Vitello tonnato,Sale fino,2pizzichi,Secondi-piatti
Vitello tonnato,Uova,2,Secondi-piatti
Vitello tonnato,Tonno sott'olio,sgocciolato100g,Secondi-piatti
Vitello tonnato,Acciughe sott'olio,3filetti,Secondi-piatti
Vitello tonnato,Capperi sotto sale,5g,Secondi-piatti
Vitello tonnato,Frutti di cappero ,per decorareq.b.,Secondi-piatti
Calamari ripieni,Calamari,500g,Secondi-piatti
Calamari ripieni,Vino bianco,40g,Secondi-piatti
Calamari ripieni,Aglio,1spicchio,Secondi-piatti
Calamari ripieni,Prezzemolo,5g,Secondi-piatti
Calamari ripieni,Olio extravergine d'oliva,q.b.,Secondi-piatti
Calamari ripieni,Pane,mollica100g,Secondi-piatti
Calamari ripieni,Acciughe sott'olio,6,Secondi-piatti
Calamari ripieni,Uova,1,Secondi-piatti
Calamari ripieni,Parmigiano Reggiano DOP,da grattugiare30g,Secondi-piatti
Calamari ripieni,Vino bianco,40g,Secondi-piatti
Calamari ripieni,Aglio,1spicchio,Secondi-piatti
Calamari ripieni,Prezzemolo,5g,Secondi-piatti
Calamari ripieni,Sale fino,q.b.,Secondi-piatti
Calamari ripieni,Pepe nero,q.b.,Secondi-piatti
Calamari ripieni,Olio extravergine d'oliva,q.b.,Secondi-piatti
Polpette di carne,Manzo,macinato500g,Secondi-piatti
Polpette di carne,Pane raffermo,130g,Secondi-piatti
Polpette di carne,Parmigiano Reggiano DOP,da grattugiare50g,Secondi-piatti
Polpette di carne,Uova, medie2,Secondi-piatti
Polpette di carne,Sale fino,3g,Secondi-piatti
Polpette di carne,Pepe nero,3g,Secondi-piatti
Polpette di carne,Provola affumicata,50g,Secondi-piatti
Polpette di carne,Prezzemolo,1ciuffo,Secondi-piatti
Polpette di carne,Timo,2rametti,Secondi-piatti
Polpette di carne,Pangrattato,q.b.,Secondi-piatti
Polpette di carne,Olio di semi,q.b.,Secondi-piatti
Orata al cartoccio,Orata,da 450 g ciascuna2,Secondi-piatti
Orata al cartoccio,Aglio,1spicchio,Secondi-piatti
Orata al cartoccio,Sale fino,q.b.,Secondi-piatti
Orata al cartoccio,Pepe nero,q.b.,Secondi-piatti
Orata al cartoccio,Prezzemolo,2ciuffi,Secondi-piatti
Orata al cartoccio,Timo,2rametti,Secondi-piatti
Orata al cartoccio,Olio extravergine d'oliva,20g,Secondi-piatti
Orata al cartoccio,Limoni,1fetta,Secondi-piatti
Polpette di ricotta col sugo,Ricotta di pecora,350g,Secondi-piatti
Polpette di ricotta col sugo,Pane casereccio,mollica 140g,Secondi-piatti
Polpette di ricotta col sugo,Pecorino,da grattugiare 60g,Secondi-piatti
Polpette di ricotta col sugo,Parmigiano Reggiano DOP,da grattugiare40g,Secondi-piatti
Polpette di ricotta col sugo,Uova,medie2,Secondi-piatti
Polpette di ricotta col sugo,Aglio,½spicchio,Secondi-piatti
Polpette di ricotta col sugo,Prezzemolo,da tritare1cucchiaio,Secondi-piatti
Polpette di ricotta col sugo,Sale fino,q.b.,Secondi-piatti
Polpette di ricotta col sugo,Pepe nero,q.b.,Secondi-piatti
Polpette di ricotta col sugo,Passata di pomodoro,750g,Secondi-piatti
Polpette di ricotta col sugo,Aglio,1spicchio,Secondi-piatti
Polpette di ricotta col sugo,Basilico,q.b.,Secondi-piatti
Polpette di ricotta col sugo,Olio extravergine d'oliva,q.b.,Secondi-piatti
Polpette di ricotta col sugo,Sale,q.b.,Secondi-piatti
Polpette di ricotta col sugo,Pepe nero,q.b.,Secondi-piatti
Polpette di pesce,Merluzzo,filetto700g,Secondi-piatti
Polpette di pesce,Pane,mollica100g,Secondi-piatti
Polpette di pesce,Prezzemolo,1ciuffo,Secondi-piatti
Polpette di pesce,Timo,q.b.,Secondi-piatti
Polpette di pesce,Uova,2,Secondi-piatti
Polpette di pesce,Aglio,1spicchio,Secondi-piatti
Polpette di pesce,Sale fino,q.b.,Secondi-piatti
Polpette di pesce,Pepe nero,q.b.,Secondi-piatti
Polpette di pesce,Parmigiano Reggiano DOP,da grattugiare80g,Secondi-piatti
Polpette di pesce,Farina 00,q.b.,Secondi-piatti
Polpette di pesce,Olio di semi di arachide,q.b.,Secondi-piatti
Fegato alla veneziana,Fegato di vitello,500g,Secondi-piatti
Fegato alla veneziana,Cipolle bianche,2,Secondi-piatti
Fegato alla veneziana,Salvia,6foglie,Secondi-piatti
Fegato alla veneziana,Olio extravergine d'oliva,50g,Secondi-piatti
Fegato alla veneziana,Burro,15g,Secondi-piatti
Fegato alla veneziana,Aceto di vino bianco,10g,Secondi-piatti
Fegato alla veneziana,Pepe nero,q.b.,Secondi-piatti
Fegato alla veneziana,Sale fino,q.b.,Secondi-piatti
Fegato alla veneziana,Acqua,q.b.,Secondi-piatti
Nugget di pollo,Petto di pollo,500g,Secondi-piatti
Nugget di pollo,Pane,80g,Secondi-piatti
Nugget di pollo,Cipolle bianche,50g,Secondi-piatti
Nugget di pollo,Senape di Digione,1cucchiaio,Secondi-piatti
Nugget di pollo,Sale fino,1cucchiaino,Secondi-piatti
Nugget di pollo,Farina 00,80g,Secondi-piatti
Nugget di pollo,Latte intero,80g,Secondi-piatti
Nugget di pollo,Uova,1,Secondi-piatti
Nugget di pollo,Sale fino,q.b.,Secondi-piatti
Nugget di pollo,Pangrattato,100g,Secondi-piatti
Nugget di pollo,Olio di semi,q.b.,Secondi-piatti
Rotolo di frittata farcito,Uova,intere8,Secondi-piatti
Rotolo di frittata farcito,Grana Padano DOP,da grattugiare50g,Secondi-piatti
Rotolo di frittata farcito,Sale fino,q.b.,Secondi-piatti
Rotolo di frittata farcito,Pepe nero,q.b.,Secondi-piatti
Rotolo di frittata farcito,Olio extravergine d'oliva,per la tegliaq.b.,Secondi-piatti
